track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,released_date,cluster
Ensï¿½ï¿½ï¿½ï¿½ame ,Bad Bunny,4,2014,7,18,2223,0,47893,263,18,10,2,45,106.63445268070028,G#,Major,43.992557452739405,58.21690431533017,44.63027109834927,69.3380088856139,32.9175190519123,47.83039762117911,13.67733082079165,2014-07-18,0
Un Finde | CROSSOVER #2,"Big One, FMK, Ke personajes",4,2016,2,24,4765,14,118626,99,0,93,5,36,145.97041012870008,B,Major,76.17051434140312,61.11666691714122,71.84409461453615,13.019478044787023,7.918342870932165,9.501654772403576,21.89428927774606,2016-02-24,0
Rosa Pastel,"Jasiel Nuï¿½ï¿½ez, Peso P",2,2000,10,11,3892,6,50007,164,11,80,3,8,106.32576104259282,G,Minor,51.63399968770018,45.39877053000304,34.19962563279675,51.46839871705127,23.804762329840276,41.03821531860753,6.99249128129324,2000-10-11,1
Under The Influence,Chris Brown,1,2009,12,15,3895,13,85840,273,10,160,2,44,93.39727622721487,A,Minor,42.63963632813399,50.25900281317488,35.50275906469388,67.97796110895287,41.12630833636459,55.29734660994556,11.206519928590197,2009-12-15,1
2055,Sleepy hallow,4,2020,7,9,2340,6,3746,69,17,192,9,42,98.03352760497408,F#,Minor,44.936642443831005,52.12591036456213,39.151447505364885,65.95330225963743,44.18504966746725,46.91046806812958,7.067294292408351,2020-07-09,1
Before You Go,Lewis Capaldi,1,2018,5,26,190,0,188180,232,0,105,3,26,140.60148440455828,D#,Major,91.7244772871894,62.85372536705039,75.16588096115568,17.577215533229964,6.059541197770676,15.886304370022945,29.586541760868663,2018-05-26,0
Blank Space,Taylor Swift,3,2005,6,24,1386,19,22041,295,0,198,0,32,108.3119445408973,F,Major,45.611085571646186,42.942835633396754,36.24123661661899,57.08211697083839,25.729459643097982,38.526250053299705,11.529596249693704,2005-06-24,0
Yet To Come,BTS,1,2019,8,29,3208,4,25290,224,10,71,4,16,103.78763444806344,C#,Major,42.9024250681419,55.04062942360213,57.61254727653818,55.221672063776,43.351944285264295,37.24118601899927,13.009946230946092,2019-08-29,0
Auntie Diaries,Kendrick Lamar,3,2009,7,10,2758,2,33575,104,9,96,6,34,92.51343278505055,G,Major,40.32977611577506,41.59325230242793,31.788893370073275,47.17067343789578,30.144978013155384,30.968360296907203,7.533397275804557,2009-07-10,0
Hey Mor,"Ozuna, Feid",2,2012,2,9,3602,7,82006,218,15,172,9,17,107.98873066477336,C#,Minor,58.47918791080863,54.720304618234586,39.38562405925866,65.99704205519866,34.17692932771768,49.407633680313324,9.59420042845556,2012-02-09,1
Love Again,The Kid Laroi,2,2013,9,21,2508,11,91593,87,15,42,8,33,136.35461652282004,B,Minor,84.21558083177577,77.7225437348062,84.29256432692294,13.09722470957268,5.984321808176217,19.9384308123282,18.02749030837243,2013-09-21,1
Ya No Somos Ni Seremos,Christian Nodal,2,2011,3,25,2333,10,43320,20,17,53,6,20,99.87556335793968,G,Major,50.84730563332558,44.28535860393059,46.7379572393978,40.07872619022497,32.99824584106053,59.40472003527312,11.678668723120571,2011-03-25,0
Double Fantasy (with Future),"The Weeknd, Future",5,2012,5,31,3849,11,77664,212,6,199,7,31,96.07868520232752,A,Minor,55.6674189124341,55.81766717587114,47.32435795623079,61.9720487458415,22.934584373330985,39.231808637738055,9.222657603648422,2012-05-31,1
Fim de Semana no Rio,teto,3,2019,12,9,4272,12,170486,99,0,134,3,34,137.39661392030004,C#,Minor,80.69264456546759,60.25187888324479,77.90360868827457,14.553884379612418,9.771631051055008,14.909518859730056,22.74950728098542,2019-12-09,1
ýýýýýýýýýýýý,YOASOBI,5,2018,9,14,2618,6,46653,294,16,130,2,34,97.99048797703132,C#,Major,48.50780085953334,52.66342058244479,33.088893042303305,60.77891559272484,49.80095782629018,42.289561747986674,10.974195511246734,2018-09-14,0
Snow On The Beach (feat. More Lana Del Rey),"Lana Del Rey, Taylor Swift",4,2016,11,22,2823,11,152523,95,3,12,8,19,148.30267805352793,F#,Minor,76.41840650134624,70.73717150674707,71.67657221332875,10.495892500873136,5.707174164764794,19.66663982171292,18.9904580835249,2016-11-22,1
Matilda,Harry Styles,2,2017,12,7,2136,16,44610,48,1,14,8,6,130.28341964535895,D,Major,85.99038152299548,61.74549345146883,75.1233196483341,23.487523315344195,9.77712949047366,18.85932474720902,27.36984357338565,2017-12-07,0
Bored,Billie Eilish,2,2017,3,3,349,5,126099,246,4,182,3,2,141.3417428500462,G,Major,93.34935023611746,60.13728971327562,72.71645594514321,12.05007373304283,7.051707003658936,18.47872194980624,28.182743114784984,2017-03-03,0
Born Singer,BTS,2,2000,2,11,2500,5,80126,163,2,136,6,15,96.43790924449112,G#,Minor,52.826825796725856,55.56859907139335,48.76770297085564,56.0002351193437,29.149926240319573,45.13868144066667,10.44766661881676,2000-02-11,1
En Paris,"El Chachito, Junior H",4,2007,7,1,3954,16,160837,38,8,137,2,24,132.51981790892447,D#,Minor,86.64756724672124,62.44848682271535,83.30033033026479,19.80049631608751,4.2133503357024695,13.278485183906378,29.190823123114846,2007-07-01,1
Ley Seca,"Anuel Aa, Jhay Cortez",5,2009,3,19,4669,1,115517,299,1,77,9,8,108.69511119775508,G#,Major,40.01169777198601,50.01458803042117,50.74430481999632,52.51461003407172,46.40775064426391,54.58773154918661,8.67955800865896,2009-03-19,0
Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",1,1972,10,16,4825,5,32098,281,16,128,6,32,138.3064591056947,G#,Minor,76.99620499184704,69.27854551748572,86.36145204634116,8.712138142135224,8.664379732188163,7.726704846918164,27.06576730975103,1972-10-16,1
Neverita,Bad Bunny,3,2009,1,4,2749,12,182070,280,12,122,2,31,133.19000378180806,A#,Major,93.97593731622256,77.4852105675445,83.72346958665132,9.617017253745164,2.737191614382132,5.946412383590157,19.698556305614915,2009-01-04,0
What It Is (Solo Version),Doechii,1,1977,10,23,3969,6,142161,148,11,120,9,28,145.5516366376542,C#,Minor,75.7602380118851,66.41375472751217,88.03953831978761,7.47111938536457,5.631547586648246,9.54413739497707,17.482337263922243,1977-10-23,1
Lover,Taylor Swift,2,2021,3,8,4665,0,30123,43,0,199,1,30,103.37469461075963,G,Major,43.105622532126254,45.89919699878513,34.85337490946245,50.15449678001545,35.917234427951,45.978589384086,13.92025534112575,2021-03-08,0
Hope,XXXTENTACION,3,2006,10,22,1028,15,59827,201,17,187,3,10,103.58613229186412,A,Minor,50.11990948155432,55.37149262456805,54.48058984918136,60.66843751701279,37.6119769166702,45.41615198434393,10.722039583876136,2006-10-22,1
Ley Seca,"Anuel Aa, Jhay Cortez",2,1972,3,13,1012,17,66357,53,5,28,7,2,109.88321166919032,G#,Major,59.43274309580022,52.890143833630674,39.53466342377696,43.56990663534179,46.00492338514659,51.26690377962472,13.488422613605366,1972-03-13,0
Lost in the Fire,"The Weeknd, Gesaffelstein",5,1962,5,24,52,6,169553,299,10,118,6,31,140.36634905568272,D,Major,86.92318141050688,64.3347912331854,88.96888675552697,13.237580967875298,3.8286248085778753,7.759326232908204,23.233733187806088,1962-05-24,0
Cruel Summer,Taylor Swift,3,2013,7,18,4407,6,38656,58,3,108,1,27,107.06031447618328,A,Major,59.752304735354095,56.25461140722558,38.07303387217121,50.926358266924055,24.268929203123584,35.322605649276404,6.117296312513279,2013-07-18,0
Car's Outside,James Arthur,1,2012,11,26,2222,5,74076,179,19,148,1,0,143.0000773158598,A,Major,84.93933917046864,69.76136686631082,83.52980196417482,11.662820504944763,1.6310298602909046,19.97271451933898,29.79731159537757,2012-11-26,0
Ditto,NewJeans,3,2010,11,30,4525,5,173192,42,0,116,7,22,104.06638569081063,F#,Minor,49.8071502423619,55.84072416198336,45.45958133347006,62.96475101006661,45.01517031012412,46.94120825667599,12.03398347650801,2010-11-30,1
Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage",3,2018,12,15,3976,16,14771,34,5,110,5,7,149.41489490951233,Unknown,Major,85.16714937670984,70.14709193314962,74.32080603650775,8.602666139075934,0.583958895359793,17.72206623647216,20.225918348238324,2018-12-15,0
Sin Seï¿½ï,"Ovy On The Drums, Quevedo",3,1992,11,20,4787,18,38106,274,12,175,8,17,143.02764823950866,B,Minor,91.97981038445398,70.71011738644279,86.81523799139103,15.700087229732054,8.181921131309725,12.155641522957875,28.56641705594092,1992-11-20,1
Last Last,Burna Boy,4,2011,5,4,498,9,194745,18,2,121,8,31,144.4425827382315,D#,Minor,76.23492379534574,69.08181380431346,83.68886297776663,9.771045430693166,5.846929252111847,13.035049959897844,24.789929850401705,2011-05-04,1
Just Wanna Rock,Lil Uzi Vert,4,2016,6,26,1904,11,19032,88,15,188,8,10,138.2075693806682,B,Major,78.86469316361504,64.84702220977016,88.84395762435301,16.331800056478517,3.867019261912109,5.751761702658341,21.18432370693076,2016-06-26,0
Nxde,(G)I-DLE,1,2010,6,16,1293,9,179756,240,19,143,8,37,135.2001726563467,E,Minor,94.83685904152108,65.26425432366399,82.31734303919454,11.427086309418131,5.134033021785154,18.60714716824085,19.526856962445148,2010-06-16,1
I Wanna Be Yours,Arctic Monkeys,5,2013,4,17,1323,9,125322,74,16,183,3,5,147.00443329188602,Unknown,Minor,92.53380328981996,76.05127957216331,81.2996532546013,13.610313604092186,5.161822074513892,13.96553799486668,27.79824289310799,2013-04-17,1
Just The Way You Are,Bruno Mars,2,2004,4,25,406,10,83668,158,13,88,1,48,97.0922643357908,F,Major,45.81860064172888,48.21524915550296,48.27568107155823,52.19442009922069,27.12991200733393,35.67122187242009,13.808837583233531,2004-04-25,0
Plan A,Paulo Londra,2,2013,11,26,2725,4,52460,115,10,171,5,36,135.78115569341645,Unknown,Major,85.32763626274647,74.4118893047899,75.90800418136214,13.812259469049346,2.893931713571224,14.821641577953052,21.09909776854433,2013-11-26,0
Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",5,2003,10,1,3080,3,173296,129,13,149,9,15,93.26550416324706,D#,Minor,42.1271808370272,53.72193505991072,58.41917810392143,54.97288067121278,30.92953326012105,55.62702537627244,7.010035415342282,2003-10-01,1
lovely - Bonus Track,"Billie Eilish, Khalid",4,2020,2,3,211,16,116599,252,3,23,6,10,93.92676431833982,E,Minor,47.49622153056786,40.96836162246476,53.50455808314503,55.86881595939022,39.34266348850829,37.96349688950258,6.84469318004086,2020-02-03,1
What It Is (Solo Version),Doechii,1,1964,4,6,4866,15,31814,55,5,15,1,0,145.7586634530636,C#,Minor,83.00747440938805,64.93089718767305,79.67478402749455,19.197975976362684,0.0043007661027716,9.098003158939584,19.302495378582517,1964-04-06,1
Still D.R.E.,"Dr. Dre, Snoop Dogg",4,2014,3,1,4572,15,178370,136,10,98,7,49,147.73587940206673,B,Major,86.03718088869746,75.61499106407658,74.32515339671514,12.099101685182696,3.309846642124272,7.371458051844811,27.700255987727413,2014-03-01,0
Sprinter,"Dave, Central Cee",1,2002,11,12,560,12,64542,260,15,86,8,42,94.77418958524709,C#,Major,53.137459906933344,49.83609294740178,49.18671327717222,47.62188462035175,37.84785492088324,49.60447821214845,11.206628796031854,2002-11-12,0
CAIRO,"Karol G, Ovy On The Drums",3,2006,10,14,1005,13,165278,158,18,185,9,39,130.59429668421282,F,Minor,78.83271116700104,75.51589139293391,78.41357516755531,24.106583078908464,0.432477229796242,14.799092225590789,27.936380083310027,2006-10-14,1
Titi Me Preguntï¿,Bad Bunny,1,2013,10,9,585,7,166134,80,13,26,7,9,138.41999447446022,F,Minor,78.50701801786985,70.35684872478335,86.0238433354589,19.62137702713169,1.0634662356391933,8.547396648679626,26.907652990415837,2013-10-09,1
cardigan,Taylor Swift,5,2021,2,20,537,1,82792,227,7,81,4,11,140.59415276475332,Unknown,Minor,88.64023662191869,79.98354170240225,77.83539451021625,11.582532903137515,6.706939642523549,12.459143471870636,17.96873246212482,2021-02-20,1
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",2,2009,10,25,215,12,79085,137,6,167,3,7,142.98515720307338,B,Minor,92.2221425841015,67.81926124984982,87.50699386865818,10.031100134021912,9.26468199022065,13.068129202395784,26.43491205031344,2009-10-25,1
SloMo,Chanel,3,1981,3,4,2344,13,34039,113,5,31,0,38,140.12824680933582,C#,Minor,82.94950857211428,77.8473311714308,78.81838465819594,23.554765686085,8.025148599927336,10.425242931033232,29.4483188370939,1981-03-04,1
Silent Hill,"Kendrick Lamar, Kodak Black",5,2015,7,28,1597,0,138561,11,6,73,5,31,141.33376521507887,C#,Minor,78.7392214682857,73.5014043766051,82.63980806826382,8.854696832772134,7.076876321512868,8.586615976046028,24.916384234680685,2015-07-28,1
POLARIS - Remix,"Feid, Mora, Saiko, Quevedo",3,2017,1,11,1625,13,43891,160,7,142,9,18,136.90300801297087,G#,Minor,90.02825461286886,71.33393058652524,84.252583253597,11.945399886837745,0.8870354390271407,19.195144053151587,16.695705033724245,2017-01-11,1
Every Summertime,NIKI,3,1995,10,21,3376,10,139141,218,11,100,8,15,149.57967995769656,F#,Major,75.07194021553524,65.49518343870868,79.26655928307227,13.59345041248708,4.4369858694693285,7.388386663355987,17.74697267192616,1995-10-21,0
Something In The Way - Remastered 2021,Nirvana,1,2007,4,22,2296,7,146774,29,3,176,5,36,138.71236987469953,G#,Major,91.65796023874,68.94698053350616,75.06597438550598,23.786684847590287,7.10344325745009,16.89418507231882,24.778065335787648,2007-04-22,0
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",2,2008,4,19,2240,19,61802,100,18,34,9,43,100.1766020950385,B,Minor,50.53406569460692,57.28519799886858,38.437329763929135,53.81418854788392,36.71624026355028,39.66643947942733,12.367411513182256,2008-04-19,1
"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)","Swae Lee, A Boogie Wit da Hoodie, Metro Boomin, NAV",5,2020,5,8,2843,15,162249,252,17,178,5,4,140.79965146911078,Unknown,Major,76.61807467069876,68.57260033297865,80.93721467354598,19.11236261645664,9.727760101981822,12.96550142294923,24.70627063293034,2020-05-08,0
Tattoo,Loreen,1,2010,6,21,4809,13,76914,282,5,84,7,34,139.0673487896011,D#,Minor,90.33608655171284,77.61485610610794,79.18251530414577,7.838086330447187,7.134382439552992,13.894017082157328,16.372945896662777,2010-06-21,1
Back To December (Taylor's Version),Taylor Swift,2,2011,6,30,4878,6,14252,294,9,195,6,3,135.34178198561952,D,Major,77.89591415069539,68.47230850787963,75.4805002172925,16.60840221270141,1.7776353992828595,7.472878010858176,17.53867703259209,2011-06-30,0
"Hey, Mickey!",Baby Tate,5,2011,6,5,1864,0,20782,256,7,127,7,13,101.90506548547376,D,Major,45.992979818673945,48.4107777046341,43.45385606614547,68.63581777622025,38.76765277525591,49.170870534406376,14.159894706155567,2011-06-05,0
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",1,2017,12,14,1158,6,83095,49,0,43,4,45,98.84238592923026,F#,Major,46.16797353494197,53.97690878174783,55.02616365349867,68.18591495845992,33.48553383380827,43.97231175503141,12.737257597757232,2017-12-14,0
Cupid,Fifty Fifty,2,2002,2,22,1386,9,164247,27,11,58,9,5,140.40813395099605,D,Major,93.95487507610429,63.16123320595211,76.88835366964197,13.114093721277571,2.53474905490961,16.64131614282067,27.027900237513244,2002-02-22,0
Todo De Ti,Rauw Alejandro,2,2002,4,4,2816,7,70523,87,1,42,6,36,138.50984139800158,D#,Minor,75.68939634692349,73.74006572100996,87.63461297461184,20.99233268115653,1.9713855806338176,11.13808711622972,24.64988497990168,2002-04-04,1
Anti-Hero,Taylor Swift,1,2007,12,27,4977,8,113139,44,5,109,3,47,130.1250001844374,E,Major,89.98023632438178,75.7076884532204,82.74591546206747,16.60386646209208,9.656534658549033,6.715739654246331,16.116120174711316,2007-12-27,0
JGL,"Luis R Conriquez, La Adictiva",1,2002,11,12,389,11,149229,81,15,126,7,13,140.08973360270835,G#,Major,82.95124716520691,78.02124679193493,71.80731915552101,19.48697908965725,0.8684539981749084,6.851260204355054,16.75535477960115,2002-11-12,0
Polaroid Love,ENHYPEN,5,2010,5,23,4414,9,24349,79,16,77,9,26,142.5426195626867,G,Minor,92.0831409278291,63.62945645838344,85.09726504066244,11.810399922455368,7.420654196163547,11.569443313705438,28.211621093316577,2010-05-23,1
Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",5,2022,5,22,3459,12,2884,12,8,126,1,5,143.28023198891194,A,Major,90.16186354293608,69.77752668522368,80.40845897033766,15.369827139052603,5.660187949838279,13.385726786157818,28.87115912311845,2022-05-22,0
PUFFIN ON ZOOTIEZ,Future,5,2014,3,29,2777,7,23433,109,15,129,4,33,132.14595946171093,G#,Major,76.89657618510961,67.99656981907809,76.21919371925775,15.970537608609243,5.628809912938163,18.670028548886428,23.199904153807385,2014-03-29,0
Creep,Radiohead,1,2022,10,28,853,0,167049,214,1,70,9,27,136.9339783085419,G,Major,75.70058005433101,77.49492505718081,88.89728008823568,22.04394259516492,4.878316225986657,11.267964638631486,23.950221600582147,2022-10-28,0
Creepin',"The Weeknd, 21 Savage, Metro Boomin",1,2017,12,10,389,1,118297,18,16,74,5,13,104.65358384028524,C#,Minor,50.89953189037635,58.95030972275806,30.43170338390707,40.69162774767165,36.42708008372813,35.266267938563985,12.411530735758667,2017-12-10,1
Savior - Interlude,Kendrick Lamar,4,2005,2,19,240,19,63088,50,11,123,4,34,138.23401683087332,F,Minor,85.06330340360392,71.68657969856034,88.28038060785421,23.11947449568136,0.0268450974570633,5.364723881410099,20.48946279231054,2005-02-19,1
Agudo Mï¿½ï¿½gi,"Styrx, utku INC, Thezth",4,2000,7,22,2002,8,177205,113,12,161,5,14,148.692068451321,F#,Minor,79.22899150923939,66.22864082623353,80.36582896924268,10.273685827402996,7.90845293072393,15.78204290215194,16.53277552831508,2000-07-22,1
Desesperados,"Chencho Corleone, Rauw Alejandro",3,2012,5,28,3954,1,23654,216,1,167,0,49,96.38463331465933,C#,Minor,59.910012809151794,40.10785632188925,42.80403620176035,48.34837668989394,32.47053824243149,52.41545237033184,5.483561426203688,2012-05-28,1
Counting Stars,OneRepublic,4,2002,5,26,1557,6,117475,291,5,186,6,42,108.12778994466645,C#,Minor,46.492138058814106,58.22368986407594,53.55940804236218,61.5631527107528,40.28742239716624,45.13754652231632,9.213569216237742,2002-05-26,1
Si Te La Encuentras Por Ahï¿,Feid,2,2016,11,17,3064,17,123747,50,17,169,4,39,99.30845703557448,G#,Minor,43.84802386976475,54.98894207165275,49.6611177804422,49.46021137650533,22.449905510107463,57.13567424863252,14.24246219037164,2016-11-17,1
Boy's a liar,PinkPantheress,5,1955,10,2,4996,14,136731,198,17,115,1,49,138.4264660196068,F,Major,81.85008653042563,73.33530496995606,88.39872718891242,18.32086041672765,2.6161134621843374,9.246014561342648,29.811042329165875,1955-10-02,0
Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",5,2005,7,17,3940,15,154301,92,19,132,9,21,141.29163237950758,G,Major,87.87319532861042,69.5483654888597,83.18333446397241,5.222535606505538,9.06702011532438,11.292097439714864,19.080700521341697,2005-07-17,0
Alien Blues,Vundabar,5,2000,2,4,4991,9,156402,229,1,35,2,16,93.51408200050204,D#,Major,50.88475803850625,47.24397295933704,50.24484684100553,55.09971066566205,27.949440241259083,38.1554673255425,14.597218080391531,2000-02-04,0
New Jeans,NewJeans,1,2000,5,5,3633,3,145519,191,4,143,2,40,106.81228749334446,E,Minor,49.83891666428674,51.33883186557431,50.01470690434029,49.01024651893767,26.530519532816307,39.97115393203078,6.118115023588637,2000-05-05,1
You Belong With Me (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,4,2002,9,3,57,8,131494,77,10,149,5,0,103.62773894452148,F#,Major,46.22320467905331,47.2576408048041,47.60602466346421,57.81240916979704,47.36513621857316,58.96792611760647,9.423525067398002,2002-09-03,0
